Product title,SKU,Items sold,N. Revenue,Orders,Category,Variations
"3M Versaflo TR-3822E Particulate, Nuisance Level, Acid Gas Filter",TR-3822E,4,163.68,2,Air Fed Face Shields,0
Regulator Stem &amp; Nut - Left Hand Duplication,RP00253,4,95.16,1,Regulator Stems &amp; Fittings,0
"Cylinder Connection CGA 330 x 1/4"" NPT 316L S/Steel (c/w Stem, Nut &amp; Washer)",GCP37026,4,409.88,3,Cylinder Connectors,0
Starparts ADF Welding Helmet (9-13 Variable Shade),WH04B,4,163.56,3,Welding Helmets,0
Gas Arc Certificate of Conformity,LAB07023,4,360.6,4,Gas Arc Spares &amp; Certificates,0
Single Cylinder Support Rack - GCS04001,GCS04001,4,197.7,2,Gas Cylinder Brackets,0
MMA Welding Cable Set - 25mm x 3m - (35-50 mm Dinse Connections),WCS25-3WEL,4,157.26,4,Welding Cable Sets,0
"Jointed Gouging Carbon - 4mm x 305mm (5/32"" x 12"") - Pack of 100",GCP4X305,4,46.16,1,Arc-Air Gouging Carbons,0
"Acetylene Fitted Hose - 8mm (5/16"") - 30M c/w Hose Check Valves (3/8"")",AC516-30M38CV,4,155.8,1,Welding Hoses - Fitted Single Lengths,0
"Pipe Welding Alignment Clamp (4-7"")",DWT-S47,4,671.95,3,Pipe Welding Clamps,0
Hose Balancer - 0.75 - 1.5Kg - 1350mm Stroke,9201,4,408.4,1,"Tool Balancers, Servicing &amp; Parts",0
"PJ1 'UNO' Pipe Stand (PJ1-4) (21.5""-27.5"")",PJ1--4,4,393.24,2,Single Tube Pipe Stands,0
"FastSpotter Single Sided Resistance Seam c/w PX1700ECO Controls, Studder Gun &amp; Earth Clamp",12647WWVP,4,8100,4,Stud Welders - Capacitor Discharge (CD),4
"Tech Master 5/8 O/Point BS341 No.3 Outlet, Inlet 15mm Pipe Adaptor (Inert/CO2)",GCS08013,4,593.34,2,Lineleader Gas Control Outlet Points,0
Sifmig 8 MIG Brazing Wire,WO080807-WWVP,4,137.38,4,Brazing MIG Wire,7
Sifphosphor Bronze No 8 Gas Brazing/Bronze Rods,RO081250 WWVP,4,465.75,4,"Oxy-Acetylene Welding Rods - Brazing, TIG Filler Rods for Brazing/Bronze Welding",7
Sifphosphor Bronze No 82 TIG Brazing Rods,RO821601-WWVP,4,851.76,3,TIG Filler Rods for Brazing/Bronze Welding,6
Sifsteel A18 Mild Steel TIG Rods 5kg,RA181050-WWVP,4,98.87,4,TIG Filler Rods for Mild Steel,5
Siftrode 7016 Spezial Welding Electrodes 1.5kg,RE852501-WWVP,4,55.88,2,Steel &amp; Low Hydrogen Electrodes,3
"Lab Master Valve Panel N14F N14F CO2, Liquid Panel for CO2 Valves Only - No Regulator 1/4"" NPT Female Inlet/Outlet Gas PRV Set at 75 Bar",S90004543,4,7717.6,2,LGL500 Outlet Point Gas Regulators,0
Tech-Master HF14 High Flow Regulator 0-14 Bar - Fuel,RAN18003,4,2695.05,3,"Fuel Gas Regulators, Gas Arc Hi Flow Gas Regulators",0
Superon Optimal E6013 SWMF Premium Coated Electrodes 5kg,7608-WWVP,4,94,1,Steel &amp; Low Hydrogen Electrodes,3
"Single Chain Pipe Welding Clamp (Stainless Steel) - Various Sizes - 10"" to 72""",SCC54SS-WWVP,4,3246.9,3,"Chain Pipe Alignment Clamps, Single Chain Pipe Clamps",4
Magswitch Fixed Hand Lifter,8100795-WWVP,4,594.86,3,Work Holding Devices - Fixed Angle,2
Magswitch MLAY 600 Lifting Magnet (8100089),8100089,4,1021.44,2,Work Holding Devices - Fixed Angle,0
Quick Change Roller for Due Pipe Stand,90063,4,441.88,1,Double Roll Pipe Stands,5
Flip-Up Front with Full Face Coverage XR943H Welding &amp; Grinding Helmet from Parweld,XR943H,4,278.67,4,Welding Helmets,0
"Magnetic Centering Head Large For 10"" Pipe And Larger",53085-M,4,645.24,3,Pipe Centering Heads,0
Auto Darkening Welding Helmet - Chaos Design,3148,4,247.25,4,Welding Helmets,0
Gouging Carbons 6.4 mm x 305 mm (Pack of 100),1134,4,64.8,2,Arc-Air Gouging Carbons,0
DB Double Roll Pipe Stand with Nylon Wheel Roller Heads,DBDR-400A + DBDR-403,4,1040,1,Double Roll Pipe Stands,0
PVC Welding Curtain 8' x 6' Orange with Eyelets,ORC8X6,4,133.32,1,Welding Curtains &amp; Frames - Standard,0
Tech Master GPT400 Multi Stage 2 Gauge Cylinder Regulator - GPT402-04-05-01-01-004-04-A,3960076542,4,824,1,"Inert Gas Regulators, Oxygen Regulators",0
HFT ARGWELD PURGEYE 100 SENSOR * NEW METAL TYPE *,APIS100,4,420,1,Weld Purge Monitors,0
Straight Line Cutting Machine Track - 1.2 m (2 Pieces) (BCG31ITRK),BCG31ITRK,3,264.51,2,"Straight Line Cutting Machines, Straight Line Cutting Machines",0
6' x 8' Flame Retardant Canvas Welding Curtain,EZ6X8C,3,73.29,2,Welding Curtains &amp; Frames - Standard,0
Phantom XL MKII Auto Darkening Welding Helmet,FXADF800S,3,250.99,3,Welding Helmets,0
Ceramibac Ceramic Back Square Groove 14mm x 600mm - 20 Pack,PV290806152SF,3,116.16,2,Ceramic Backing Strips,0
Sifbronze No 1 Silicon Bronze Gas Brazing Rods - 3.2 mm x 1 Kg,RO013201,3,103.86,3,Oxy-Acetylene Welding Rods - Brazing,0
KEMPER FilterTable - Spare Filter & Aluminium Pre‑filter (109 0010-109 0013),109 0010-109 0013,3,1053.05,2,"Kemper Filter Tables, Kemper Filters",0
GA600 High Pressure Fuel Gas Manifold Regulator RAN07106,RAN07106,3,1607.27,3,"Fuel Gas Regulators, Gas Arc Cylinder Mounted Gas Regulators",0
"Fitted Oxy-Acetylene Twin Hose Set (3/8"" Fittings) - 8 mm x 5 m",BZ80538SETFTSY,3,109.56,3,Twin Welding Hoses - Fitted Set,0
Oxy-Propane Twin Hose Set - 8 mm x 10 m,BZ81038SETPFTSY,3,152.52,3,Twin Welding Hoses - Fitted Set,0
"Fitted Oxy-Acetylene Twin Hose Set (3/8"") - 10 mm x 5 m",BZ100538SETFTSY,3,94.4,3,Twin Welding Hoses - Fitted Set,0
"Fitted Propane Welding Hose (3/8"" Fittings) - 8 mm x 5 m",P1379,3,51.6,3,Welding Hoses - Fitted Single Lengths,0
"Kromer Welding Cap - Size 7 1/4""",ESF287003/1963,3,33.75,2,Welding Caps &amp; Balaclavas,0
Argon Hose (Black) - 10 mm x 50 m,BW1000BA/BAH38,3,240,3,"MIG Gas Welding Hoses, Argon/Shielding Gas Hose",0
"Hose - 900 mm - 1/4"" NPT Female x 1/4"" NPT Female",GCS06074,3,482.73,2,Oxygen High Pressure Flexible Gas Hoses,0
"Hose - 1800 mm - 1/4""NPT Female x 1/4"" NPT Female",GCS06075,3,708.81,2,Oxygen High Pressure Flexible Gas Hoses,0
EASYKleen Plus Master Replacement Brushes (Blue) (EKP108)- Pack of 5,1.05661/M,3,270.39,2,"Weld Cleaning Equipment, Easykleen Plus &amp; TIG System",0
Copper Welding Cable Double Insulated HOFR 50 mm  x 100 m,EZD50DI/1003,3,2514.82,2,Welding Cable (Double Insulated),0
KEMPER Exhaust Fan 2000 Outlet Hose - 6 m x 160 mm (93 084),93 084,3,690,1,Kemper Hoses &amp; Nozzles,0
"3M™ Speedglas™ 9100 Air Welding Helmet, with 9100XXi Filter",567726,3,4050.71,3,Welding Helmets,0
300 bar SWP 1/4 NPT (NOT FOR O2&amp;O2 MIXTURES) 3600mm 300 bar SWP (TO BS EN ISO 14113) ELASTOMERIC DISCHARGING HOSE ASSEMBLY 1/4 NPT FEMALE FITTED WITH ANTI-WHIP CABLE (NOT SUITABLE FOR OXYGEN &amp; OXYGEN MIXTURES),GCS06080,3,1213.96,2,Gases other than Oxy/Oxy Mixture,0
Weldas 10-2087 Blue Cowhide COMFOflex® Welding Gloves,2413,3,43.71,1,Welding Gloves &amp; Gauntlets,0
Weldas Size 10 Reinforced Thumb MIG Gauntlet,2416,3,43.88,3,Welding Gloves &amp; Gauntlets,0
Fuel Gas Tech-Master Straight Cylinder Extension Left Hand ( BS341 No. 4 Male inlet by BS341 No.4 Female Outlet),HFA10008,3,90.09,1,"Fuel Gas Regulators, Gas Arc Spares &amp; Certificates",0
KEMPER MaxiFil - Filter Set (1090517-1090472),1090517-1090472,3,1433.25,1,Kemper Filters,0
Nylon Wheel Kit - for Large V-Head,NWK4,3,186.36,2,"Multi-Stand Pipe Stands, Tri-Stands &amp; Pipe Jacks, Quattro Pipe Stands",0
"Single Chain Pipe Welding Clamp 4"" - 12"" (Stainless Steel)",SCC12SS,3,1300.14,2,Single Chain Pipe Clamps,0
GA600 High Pressure Inert Gas Manifold Regulator RAN07116 Nevoc,RAN07116,3,1705.52,3,"Inert Gas Regulators, Gas Arc Cylinder Mounted Gas Regulators",0
"BSP Hose Nut 3/8"" (10 mm) RH - Pack of 10",DA10038RH/10,3,18.51,3,Hose Nuts - Regulator Fitting,0
Spider Clamp 400 Series 54 - 140mm SS,400-1SS,3,718.13,2,Welding Equipment,0
Fire Barrier PU28 - 1.5 x 50 m,PU28/1.5X50,3,1718.48,2,Fire Barrier Fabric,0
"Hose Tail Regulator Fitting - 1/4""x 3/8"" (6mm x 10mm) - Pack of 10",DA2003814/10,3,11.13,2,"Hose Tails - Regulator Fitting, Regulator Stems &amp; Fittings",0
"3M Speedglas Adflo Breathing Tube, Self-Adjusting QRS (834016)",834016,3,108.4,2,Welding Helmet Spares,0
3M Speedglas Standard Li-Ion Battery (837630),837630,3,439.19,3,Welding Helmet Spares,0
"Vertical Air Grinder 9"" Heavy Duty (SP-V2117-5333)",SP-V2117-5333,3,1161.54,2,Air Angle Grinders,0
Flashback Arrestor Resettable Collar - Fuel Gas (Acetylene & Propane) (AU2002),AU2002,3,130.35,3,Flashback Arrestors,0
Leather Welding Mask Standard Size 45cm (Monkey Mask) with 10 x Spare Lenses,813010/1389/1385,3,336.81,3,Welding Masks,0
Exact Pipe Cutting System - 220E - 110V,7010437-110,3,3802.52,3,Exact Pipe Saws,0
"Exact Diamond 165mm Saw Blade – Cuts Cast Iron, Ductile Iron & Glass Fiber (7010493)",7010493,3,456.47,2,165mm Saw Blades &amp; Diamond Cutting Discs,0
Tech Master Single Stage 2 Gauge Cylinder Regulator 0-14bar BS 341 No.3 ( Rear Entry) 3/8 BSP Male Right Hand Outlet (230bar) HF14,RAN18002,3,2014.16,2,"Inert Gas Regulators, Gas Arc Hi Flow Gas Regulators",0
Tech-Master HF14 High Flow Regulator 0-14 Bar - Oxygen,RAN18001,3,2113.49,3,"Oxygen Regulators, Gas Arc Hi Flow Gas Regulators",0
Bull Nose BS341 No4 Stainless Steel Cylinder Connection LH Thread,GCP37040,3,211.36,2,Cylinder Connectors,0
Isol-C Solution - 5 Litre,ISOL-C,3,321.3,3,IsoJet Stainless Steel Weld Cleaner,0
Natural Gas Burner for Economiser (AE2000/NG),AE2000/NG,3,0,1,Gas Economisers - Spares,0
"Lab-Master Fuel Gas Flashback Arrestor - 1/4 NPT M/F (Acetylene, Hydrogen, LPG, Methane)",FBA07085,3,203.59,2,Flashback Arrestors,0
Cutting Tool Bevel 45 Deg 6mm Thick Heavy Duty,UC01407,3,169.95,1,Pipe Prep Blades,0
"KEMPER Wall Mounted Fume Exhaust Set - 3 m Flexible Arm, 3 Phase 400 V (790032011)",790032011,3,3493.69,3,Kemper Static Filter Units,0
KEMPER AirWatch Wall Mounting Bracket (390 250),390 250,3,151.05,1,Kemper Airwatch,0
Devcon Plastic Steel Liquid - 500g,DEV10211,3,155.52,1,Devcon Epoxy Metal Repair Putty,0
Tech Master GPL420 High Pressure Inline FKM Inert Gas Regulator 0-20 Bar (3960003258),3960003258,3,765,1,"Inert Gas Regulators, High Pressure Gas Regulators",0
3M Versaflo Powered Air Turbo Starter Kit - TR-315E+,TR-315E+,3,2286.42,3,Air Fed Face Shields,0
Filter Box Filter Kit (Pre 2019),P1114-D-05,3,356.25,1,Welding Equipment,0
Oxy-Acetylene Cutting & Welding Kit - Type 5 Heavy Duty with Case,2022,3,523.83,3,Cutting &amp; Welding Sets,0
"Steel Wheel Kit - 4 x 1.5"" Wide Wheels",3502,3,129.29,2,Five Leg Pipe Stands,0
"Stainless Steel Wheel Kit - 4 x 1.5"" Wide Wheels For Five Leg Pipe Stand",3508,3,203.93,2,Five Leg Pipe Stands,0
TIG-Eco Weld Cleaning Fluid - 5 Litres,TIG-ECO 5,3,308.44,3,IsoJet Stainless Steel Weld Cleaner,0
Gas Arc Lab Master LGT501 Oxygen Regulator BS341 No.3 (0-3.5 Bar),LGT501-04-03-01-01-010-00-A/3960001780,3,1224.66,1,"Oxygen Regulators, High Pressure Gas Regulators",0
Gas Arc Lab Master LGT501 Inert Gas Regulator BS341 No.3 (0-3.5 Bar),3960001780,3,962.36,2,"Inert Gas Regulators, High Pressure Gas Regulators",0
Nitric Acid Passivator - 90E,90E-5KG,3,162.24,3,Pickling &amp; Neutralising Agents,0
Nickel Bronze Brazing Rods - C5 Series - 2.4 mm x 5 Kg,7486,3,366.67,3,Oxy-Acetylene Welding Rods - Brazing,0
"Pipe Welding Clamp For Stainless Steel (2-6"")",DWT-SS26,3,382.68,2,Pipe Welding Clamps,0
Orbimax Standard Tee Pulling Kit,BP1ACSPLUS KITSAD,3,3471.06,2,Pipe Measuring &amp; Marking Tools,0
"Cylinder Connection BS341 No14 x 1/4"" NPT 316L S/Steel (c/w Stem, Nut &amp; Washer)",GCP37028,3,337.01,2,Cylinder Connectors,0
Double Roll Pipe Stand Two Arm Model c/w Stainless Steel Wheels,KPDR-400C-2,3,638.44,2,Double Roll Pipe Stands,0
Pipe Conveyor 1502 (2 Roll) Complete with Stand,1502/KBPC-2,3,4304.37,2,Pipe Conveyors,0
Xcalibur Anti-Spatter Container (25 Litre),8907,3,113.84,2,Anti-Spatter Spray,0
GeKa ELOX R Electrodes - 312-17 - 4.0mm - 4.5kg,3010101237,3,120,1,Stainless Steel Welding Electrodes,0
"Kromer Cap Style A, Size 7 1/2 (60)",KC712,3,33.45,1,Welding Caps &amp; Balaclavas,0
Dakota Chrome Leather Welders Jacket (XL),CJXLGE-OLD,3,105.5,2,Welding Jackets,0
Propane Super Heating Nozzle - H3,H3,3,40.89,1,Gas Cutting &amp; Gouging Nozzles,0
Premium Gas Cutting Torch - NM18/180,NM18/180,3,153.13,3,Gas Cutting Torches,0
"Pipe Welding Alignment Clamp (2-5"")",DWT-S25,3,380.66,3,Pipe Welding Clamps,0
"Pro Series Hose Reel 3/8"" x 20m",PSHR20M38,3,489.57,2,Servicing &amp; Parts,0
Genuine Ne-ma Air Compressor Pressure Switch 8/10 Bar (7250240000),7250240000,3,114.57,3,Servicing &amp; Parts,0
AB360 Service Kit New Style Valve Plate,AB360SK,3,273.75,2,Servicing &amp; Parts,0
Airkos/Airkem Harness,CR7002,3,107.73,2,Welding Helmet Spares,0
Navitek Airfed System Storage Bag,CR7090,3,54.42,2,Welding Helmet Spares,0
"KEMPER Mobile Soundproof Wall - (1,520 x 800 x 2,110 mm) - (99 880 2874)",99 880 2874,3,5480.88,1,"Offers &amp; Deals, Welding Screens &amp; Curtains",0
1/4 NPT x 1/4 NPT COUPLER,GCP20010,3,18.52,3,Manifold &amp; Regulator Parts/Connectors,0
"Single Chain Pipe Welding Clamp 4"" - 12"" (Carbon Steel)",SCC12,3,1252.08,2,Single Chain Pipe Clamps,0
Bymat Cable - 2 Metre Red - For Older Models 1124 and 1024 RS,B1155,3,50.76,2,Bymat Weld Cleaning Machines,0
KEMPER ProfiMaster Mobile Welding Smoke Filter Unit (Dual Arm),60 650 DA 100-WWVP,3,9108,2,Kemper Mobile Fume Extraction,17
M8 Threaded CD Weld Studs - Mild Steel - 25mm - Pack of 100,14321,3,135,3,Stainless Steel CD Weld Studs,0
Sifbronze Brazing Rods - No 101 Series - 2.0 mm x 1 Kg,RO102025,3,102.9,3,Oxy-Acetylene Welding Rods - Brazing,0
Weld Star - Titanium (ER Ti2) TIG Wire DISCONTINUED,6031100322-WWVP,3,252.44,3,TIG Filler Rods for Titanium,2
Weld Star - Corten (ER 80S-G) TIG Wire,6011100578-WWVP,3,121.37,3,TIG Filler Rods for High Strength Steel,3
Sifchrome 316L Stainless Steel Electrode (MMA Stick),RC3161540-WWVP,3,246.98,3,Stainless Steel Welding Electrodes,4
KEMPER High Vacuum Extraction Hose,93 070 006-WWVP,3,336.45,1,Kemper Hoses &amp; Nozzles,3
Stealth Vader Auto-Darkening Welding &amp; Grinding Goggles,3057,3,314.97,2,"Welding Helmets, Welding Goggles &amp; Spectacles",0
Hyundai S-309L-17 Stainless Steel Electrodes 2.5kg,HY-10003708-WWVP,3,135.6,2,"Stainless Steel Welding Electrodes, Hard Surfacing Electrodes",3
Hyundai S-316L-17 Stainless Steel Electrodes 2.5kg,HY-10003683-WWVP,3,148.8,2,"Stainless Steel Welding Electrodes, Hard Surfacing Electrodes",2
"Cylinder Connection CGA 510 x 1/4"" NPT Brass (c/w Stem &amp; Nut)",RSP00358,3,69,1,Cylinder Connectors,0
Super 6 Silicone Bronze C2 Wire 2.5kg,7468-WWVP,3,140.81,2,Oxy-Acetylene Welding Rods - Brazing,3
Super 6 309 LSI Stainless Steel MIG Wire,7193-WWVP,3,142,3,Stainless Steel MIG Wire,5
"TECH MASTER 5 PORT SINGLE STAGE CYLINDER REGULATOR FKM SEAL,  INLET &lt;=300 bar  ISO 5145 No 30 (NEVOC), OUTLET 0-200 bar 1/4 NPT FEMALE - OPTIONS A",3960020668,3,1220.9,3,"Inert Gas Regulators, High Pressure Gas Regulators",0
Superon Super Optimal 309L-17 2kg MMA Electrodes,7442S-WWVP,3,72,2,"Stainless Steel Welding Electrodes, Hard Surfacing Electrodes",3
"1/4"" NPT Male x 1/4"" BSP Male Adapter",GCP01268,3,356.46,3,Auto Changeover Manifolds (MCP 2 x 1 / 0 - 10 Bar),0
3M™ Gas &amp; Vapour Filter A1 6051 - Box of 4 Pairs,6051,3,123,1,Welding Helmet Spares,0
"Single Chain Pipe Welding Clamp (Steel) - Various Sizes - 10"" to 72""",SCC36-WWVP,3,1851.15,1,"Chain Pipe Alignment Clamps, Single Chain Pipe Clamps",4
KEMPER Prefilter Pack (109 0033) (109 0033),109 0033,3,216.74,3,Kemper Filters,0
Jasic EVO MIG 250C (EM-250CT) PFC Compact Inverter Welder - Single Phase - Dual Voltage - 160/250A,EM-250CT,3,3675,3,"MIG Welders, Multi Process Welding Machines",0
"TECH MASTER GPS421 REGULATOR,PRESSURE: SINGLE STAGE PISTON,1/4IN MNPT,BRASS,0 TO 300BAR INLET,0 TO 250BAR",GPS421-04-13-01-01-009-04-K/3960047412,3,1577.16,1,"Inert Gas Regulators, Oxygen Regulators",0
TWIN OUTLET ASSEMBLY - 3/8 BSP RH TWIN OUTLET ASSEMBLY - 3/8),VAA05001,3,135.3,1,Manifold &amp; Regulator Parts/Connectors,0
TECH MASTER 4 PORT SINGLE STAGE DIAPHRAGM LINE REGULATOR - INLET &lt;=60 bar No Inlet Fitted - OUTLET 0-6 bar GPL400-02-04-00-01-000-00-A__GA,3960000721,3,450,1,"Inert Gas Regulators, Oxygen Regulators, Gas Arc Cylinder Mounted Gas Regulators",0
3/8 BSP x 1/4 NPT SWIVEL JOINT ASSEMBLY - RH 3/8 BSP x 1/4 NPT SWIVEL JOINT ASSEMBLY - RH,HFA11005,3,55.5,1,Cylinder Extensions Right or Left Hand,0
"Cylinder Connection CGA 326 x 1/4″ NPT Male Brass (c/w Stem, Nut &amp; Washer)",RSP00354,3,69,1,Cylinder Connectors,0
TECH MASTER ELASTOMER POLYMER LINED HIGH PRESSURE FLEXIBLE HOSE C/W NON-RETURN VALVE - NOT SUITABLE FOR USE WITH OXYGEN &amp; MIXTURES ABOVE 21% OXYGEN - INLET &lt;=300 bar BS 341 No.4 - LENGTH 900mm,3960001872,3,601.51,2,Manifold &amp; Regulator Parts/Connectors,0
Jasic Evo Power Arc 160 c/w Case &amp; Leads,EPA-160,3,882,2,"Arc/MMA Welders, Multi Process Welding Machines",0
"Gas Cylinder Extension (Right Hand) 5/8""",DAEXTRH/1259,3,65.85,2,Cylinder Extensions Right or Left Hand,0
Mini Disposable 60L CO₂ Gas Cylinder Bottle,1367,3,41.97,1,Disposable Shielding Gas Cylinders,0
PIPELINE PRESSURE RELIEF VALVE - CE / UKCA MARKED - 8 bar - KALREZ SEAL - OXYGEN USE - ATEX / UKEX CERTIFICATION,GCP36222,3,1211.16,1,Manifold &amp; Regulator Parts/Connectors,0
SoluGap® Water Soluble Socket Weld Spacer Rings - Pack of 50,SWELD-SPACERS-WWVP,3,294,1,Water Soluble Welding Products,8
Gold Leather Welding Apron,GLA,3,45.42,1,Welding Aprons,0
NM Type 48/90 Gas Cutting Torch (BU400B),BU400B,2,137.72,1,Gas Cutting Torches,0
Pipe Stand Ball Transfer Head Stainless Steel (Set of 2),BTH300SS/90000,2,123.04,1,Tri-Stands &amp; Pipe Jacks,0
Ceramic Backing Material Strips - 12mm Diameter x 600mm,PV290806312SF,2,68.44,1,Ceramic Backing Strips,0
Sifbronze No 1 Silicon Bronze Gas Brazing Rods - 2.4 mm x 5 Kg,RO012450,2,249.68,1,Oxy-Acetylene Welding Rods - Brazing,0
Sifbronze No 1 Silicon Bronze Gas Brazing Rods - 3.2 mm x 2.5 Kg,RO013225,2,111.95,2,Oxy-Acetylene Welding Rods - Brazing,0
Super Silicon No 9 FE - 5 mm x 5 Kg DISCONTINUED,RO095050,2,214.72,1,Welding Equipment,0
Tool Steel Hardfacing TIG Rods HF6 - 1.6 mm x 1 Kg,ROHF61601,2,442.5,2,TIG Filler Rods for Hard Facing,0
Tool Steel Hardfacing TIG Rods HF6 - 1.6 mm x 12 Rod Pack,ROHF61612,2,135.89,3,TIG Filler Rods for Hard Facing,0
"1/16"" Collet (10N23)",10N23,2,6.96,1,TIG Torch Consumables,0
SIFLite ADF Helmet,FXADF930,2,55.44,2,Welding Helmets,0
"Fitted Propane Welding Hose (3/8"" Fittings) - 8 mm x 20 m",BW8002038PFT,2,85.1,1,Welding Hoses - Fitted Single Lengths,0
KATBAK Ceramic Welding Backing Tiles - 1G93 Series - R Option - 12 m Box,1G93-R,2,69.6,1,Katbak Ceramic Backing Strips,0
Welders Jacket Grey Chrome Leather - XL,ESF4008-OLD,2,48.24,1,Welding Jackets,0
Silver Solder Flux x 500grams,FO380050,2,97.1,1,Welding Fluxes,0
"High Pressure Hose - Oxygen - 3600 mm - 1/4"" NPT Female x 1/4"" NPT Female",GCS06076,2,783.04,1,Oxygen High Pressure Flexible Gas Hoses,0
O Clip Hose Clamp Pliers/Pincers/Nippers,DZ0020-3023,2,26.64,1,Welding Tools,0
EASYKleen Plus Craftsman Replacement Brushes (Red) (EKP106) - Pack of 5,1.05661/C,2,210,2,"Weld Cleaning Equipment, Easykleen Plus &amp; TIG System",0
Ardrox Solvent Removable Red Dye Penetrant - 996PB - Box of 10,1331295,2,276.86,2,Ardrox NDT Aerosols,0
Ardrox White Contrast Lacquer - WCP712 (8903W/8901W) - Box of 10,1331557,2,270.38,2,Ardrox NDT Aerosols,0
Propane Superheating Nozzle 1H (BF1H/040371),BF1H/040371,2,15.9,2,Oxy-Propane Torches,0
Propane Superheating Nozzle 2H (BF2H/H2),BF2H/H2,2,26.5,1,Oxy-Propane Torches,0
Propane Regulator 1 Stage 1 Gauge - 3.5 Bar (AE2004LX),AE2004LX,2,75.82,1,Welding Equipment,0
KEMPER Welding Smoke Exhaust Fan ECO - (ECO M) 230 V,91 623 1001,2,2208.01,2,"Offers &amp; Deals, Kemper Mobile Fume Extraction",0
"High Pressure Flexible Hose - 1800mm x 3/8"" RH &amp; 5/8"" Male RH",GCS06136,2,549.32,2,Gases other than Oxy/Oxy Mixture,0
"3600 mm x 3/8"" Female RH x 5/8 Male LH",GCS06146,2,940.66,1,Gases other than Oxy/Oxy Mixture,0
Green Front Visor - Shade 5 - Pack of 10,P1112-K-004,2,372.57,2,Welding Equipment,0
Multi-Angle Welding Clamp - Mini Series - 300A Ground Clamp,8100351,2,93.42,1,"Earth Clamps, Work Holding Devices - Fixed Angle",0
Magswitch 90 Degree Angle 1000 (8100503),8100503,2,1620.72,1,Work Holding Devices - Fixed Angle,0
Flowmeter 0- 15 LPM,AU200,2,20.22,1,Gas Economisers / Flowmeters,0
"Cylinder Connection DIN477 No 10 c/w Nut, Stem and Seal Stainless Steel",GCP37033,2,139.92,1,Gas Arc Spares &amp; Certificates,0
Gouging Carbons 6.0 mm x 305 mm (Pack of 100) DISCINTINUED,ELCO6305B,2,29.9,1,Arc-Air Gouging Carbons,0
Screwdriver - Straight Adjustment Clutch - 800 rpm,SP-S826,2,159.19,2,Air Screwdrivers,0
"Air Needle Scaler Straight - c/w 19 Needles - 4,600 Blows",SP-S115,2,230.18,2,Air Needle Scalers,0
Workhorse Belt Drive Air Compressor - 4HP - 200 Litre - 230V,WR4HP-200S-1,2,1721.18,2,Belt Driven Air Compressors,0
On-Torch Acetylene / Fuel Gas Flash Back Arrestor LH 3/8 BSP (AU121007),AU121007,2,36.17,2,Flashback Arrestors,0
Phenolic Wheel Rotation Head - Pair (NO BASE),90052,2,119,1,Pipe Rotators,0
Pre-Filters for Weldability Phantom (FXPAPRPFILT) - 10 Pack,FXPAPRPFILT,2,35.32,2,Welding Helmet Spares,0
Devcon Bronze Putty - 500g,DEV10261,2,168.53,3,Devcon Epoxy Metal Repair Putty,0
Pipe Stand Stainless Steel Wheeled Roller Head Stainless Steel,SWK300SS-SWH300SS/90061,2,116.56,1,Tri-Stands &amp; Pipe Jacks,0
"Straight Adapter 1/4"" NUT-3/8"" RH - Pack of 10",DA6001438SRH/10,2,38.5,1,Straight Adaptors,0
Nickel Based Spray Fuse Powder - PW-N-180 - (16 - 21 HRc) - 5 Kg,PRICE ON APPLICATION-4601,2,477,2,"Thermal Spray Equipment &amp; Powder, Thermal Spray Powders",0
"Hose Tail Regulator Fitting - 3/8 [10mm] x 3/8"" [10mm] - Pack of 10",DA2003838/10,2,7.31,2,"Hose Tails - Regulator Fitting, Regulator Stems &amp; Fittings",0
Heavy Duty Welding Work Bench With 2mm Galvanised Steel Top Including Cupboard and Bottom Shelf - 2000mm x 900mm x 840mm,2090SC,2,1199.14,2,Steel Top Welding Benches,0
Gouging Carbons 13 mm x 430 mm (Pack of 50),ELC13430B,2,136.8,1,Arc-Air Gouging Carbons,0
PGNM Nozzle Size 4 (CCPGNM04),CCPGNM04,2,35.02,2,,0
Lightweight Welding Nozzle No.25,CCLW25,2,11.34,1,Lightweight Welding Nozzles,0
